"ticker", "cfo_name", "first_call_date", "last_call_date", "total_calls"
"SWCxE17", "Gregory-A-Wing", "2004-04-30", "2013-02-27", "18"
"SWCxE17", "Mike-Parrot", "2004-02-27", "2004-02-27", "1"
"SWIxB16", "Steve-Lang", "2004-08-04", "2004-08-04", "1"
"SWIxB16", "Jason-Ream", "2013-10-29", "2013-10-29", "1"
"SWIxB16", "Kevin-Thompson", "2009-10-19", "2010-02-08", "2"
"SWK-N", "Mike-Berry", "2010-04-26", "2013-07-25", "14"
"SWK-N", "Don-Allen", "2009-01-28", "2015-10-22", "27"
"SWKH-PK", "Jim-Loree", "2004-01-29", "2008-10-21", "20"
"SWKH-PK", "Jay-Jones", "2009-05-28", "2009-05-28", "1"
"SWKH-PK", "John-Thomson", "2004-11-09", "2008-02-19", "6"
"SWKS-OQ", "Mike-Shannahan", "2008-05-07", "2009-03-25", "4"
"SWKS-OQ", "Allan-Kline", "2004-01-22", "2007-07-18", "15"
"SWM-N", "Don-Palette", "2007-11-01", "2015-11-05", "33"
"SWM-N", "Bob-Cardin", "2015-05-07", "2015-08-06", "2"
"SWM-N", "Jeff-Cook", "2012-05-03", "2015-02-12", "10"
"SWM-N", "Mark-Spears", "2012-02-02", "2012-02-02", "1"
"SWM-N", "Paul-Roberts", "2004-01-29", "2006-07-27", "11"
"SWM-N", "Peter-Thompson", "2006-10-26", "2010-02-11", "12"
"SWN-N", "Torben-Wetche", "2008-11-06", "2008-11-06", "1"
"SWN-N", "Craig-Owen", "2012-11-02", "2015-07-28", "7"
"SWSxA15", "Gregory-Kerley", "2004-02-20", "2012-08-03", "32"
"SWSxA15", "Ken-Hanks", "2004-09-08", "2010-08-31", "23"
"SWYxA15", "Stacy-Hodges", "2010-11-03", "2013-08-29", "9"
"SWYxA15", "Pete-Bocian", "2013-07-18", "2013-10-10", "2"
"SXC-N", "Robert-Edwards", "2004-05-04", "2012-10-11", "32"
"SXC-N", "Fay-West", "2015-01-29", "2015-10-12", "4"
"SXCL-PKxB17", "Mark-Newman", "2011-08-03", "2014-07-24", "11"
"SXCL-PKxB17", "Chris-OMeara", "2006-05-11", "2008-01-30", "7"
"SXCL-PKxB17", "Marshall-Mohr", "2004-01-26", "2006-01-31", "9"
"SXCP-N", "Mary-Dotz", "2008-05-08", "2009-10-29", "6"
"SXI-N", "Fay-West", "2015-07-21", "2015-07-21", "1"
"SXI-N", "Christian-Storch", "2004-04-22", "2007-10-25", "9"
"SXT-N", "Tom-DeByle", "2008-05-06", "2015-10-29", "13"
"SXT-N", "Dick-Hobbs", "2004-10-18", "2014-10-24", "26"
"SYF-N", "Steve-Rolfs", "2015-02-06", "2015-10-22", "4"
"SYK-N", "Brian-Doubles", "2014-10-17", "2015-10-16", "5"
"SYK-N", "Bill-Jellison", "2013-04-24", "2015-10-22", "11"
"SYK-N", "Curt-Hartman", "2009-04-20", "2012-07-18", "14"
"SYKE-OQ", "Dean-Bergy", "2004-01-29", "2013-04-24", "26"
"SYKE-OQ", "John-Chapman", "2014-05-06", "2015-11-03", "7"
"SYMC-OQ", "Mike-Kipphut", "2004-02-24", "2014-02-19", "38"
"SYMC-OQ", "Don-Rath", "2014-01-29", "2014-01-29", "1"
"SYMC-OQ", "Drew-Del-Matto", "2013-10-23", "2013-10-23", "1"
"SYMC-OQ", "Ed-Gillis", "2004-01-28", "2005-05-03", "6"
"SYMC-OQ", "Greg-Myers", "2004-01-21", "2005-11-01", "8"
"SYMC-OQ", "James-Beer", "2006-05-09", "2013-05-07", "31"
"SYMC-OQ", "Steve-Markowski", "2006-01-31", "2006-01-31", "1"
"SYNA-OQ", "Thomas-Seifert", "2014-05-08", "2015-11-05", "7"
"SYNA-OQ", "Kathy-Bayless", "2009-10-22", "2015-04-23", "22"
"SYNA-OQ", "Russ-Knittel", "2004-01-22", "2009-04-23", "22"
"SYY-N", "Wajid-Ali", "2015-07-30", "2015-10-22", "2"
"SYY-N", "Bill-Delaney", "2007-08-13", "2009-08-10", "9"
"SYY-N", "Chris-Kreidler", "2010-02-01", "2015-08-10", "23"
"SYY-N", "Joel-Grade", "2015-11-02", "2015-11-02", "1"
"SYxG10", "John-Stubblefield", "2005-05-02", "2006-10-30", "6"
"SYxG10", "Jeff-Ross", "2008-01-24", "2010-04-22", "10"
"SYxG10", "John-Chen", "2005-04-19", "2005-04-19", "1"
"SYxG10", "Pieter-Van-der-Vorst", "2004-01-27", "2007-10-25", "16"
"SZ-NxI05", "Val-Heusinkveld", "2004-01-29", "2005-08-02", "3"
"SbarroInc", "Keith-Wall", "2004-03-05", "2004-11-23", "3"
"SbarroInc", "Carolyn-Spatafora", "2010-04-15", "2010-08-19", "2"
"SbarroInc", "Dan-Montgomery", "2009-04-09", "2009-04-09", "1"
"SignatureGroupHoldingsInc", "Tony-Puglisi", "2007-05-21", "2008-11-12", "7"
"SignatureGroupHoldingsInc", "Ed-Lamb", "2004-07-29", "2006-11-09", "8"
"SignatureGroupHoldingsInc", "Ronald-Nicolas", "2006-11-09", "2006-11-09", "1"
"Smurfit", "Wayne-Bailey", "2004-04-28", "2004-04-28", "1"
"SuperiorIndustriesInternationalInc", "Chuck-Hinrichs", "2004-01-27", "2008-10-23", "20"
"SuperiorIndustriesInternationalInc", "Emil-Fanelli", "2007-05-10", "2010-08-13", "5"
"SuperiorIndustriesInternationalInc", "Erika-Turner", "2008-05-09", "2009-08-07", "6"
"SuperiorIndustriesInternationalInc", "Jeffrey-Ornstein", "2004-02-06", "2007-03-20", "12"
"T-N", "Kerry-Shiba", "2011-03-16", "2015-11-03", "19"
"T-N", "Bruce-Knooihuizen", "2004-02-18", "2007-05-08", "14"
"T-N", "John-Stephens", "2011-04-20", "2015-10-22", "19"
"T-N", "Pete-Ritcher", "2005-04-20", "2007-01-24", "8"
"T-N", "Randall-Stephenson", "2004-01-27", "2004-04-21", "2"
"TALX-OxE07", "Rick-Lindner", "2004-07-22", "2011-04-20", "30"
"TAP-N", "Keith-Graves", "2004-01-29", "2007-05-10", "12"
"TAP-N", "Bill-Waters", "2007-11-06", "2007-11-06", "1"
"TAP-N", "Brian-Burden", "2004-01-28", "2005-02-09", "5"
"TAP-N", "David-Barnes", "2004-07-22", "2004-07-22", "1"
"TAP-N", "Gavin-Hattersley", "2009-02-10", "2015-11-05", "17"
"TAP-N", "Stewart-Glendinning", "2008-08-05", "2012-05-08", "16"
"TAP-N", "Tim-Scully", "2006-05-02", "2006-05-02", "1"
"TAX-OQ", "Timothy-Wolf", "2004-02-05", "2008-05-06", "17"
"TAYC-OxH14", "Mark-Baumgartner", "2013-12-09", "2013-12-09", "1"
"TAYC-OxH14", "Bruce-Taylor", "2004-07-21", "2005-01-26", "3"
"TAYC-OxH14", "Chris-Alstrin", "2004-01-28", "2004-01-28", "1"
"TAYC-OxH14", "Dan-Stevens", "2005-04-20", "2006-07-19", "5"
"TAYC-OxH14", "Randy-Conte", "2009-01-29", "2013-04-19", "18"
"TBI-N", "Robin-VanCastle", "2007-07-25", "2008-11-05", "6"
"TBI-N", "Derrek-Gafford", "2006-02-02", "2015-10-21", "39"
"TBLxI11", "Steve-Cooper", "2004-02-05", "2005-10-20", "8"
"TBLxI11", "Brian-McKeon", "2004-02-03", "2007-02-08", "10"
"TBLxI11", "Carrie-Teffner", "2009-10-29", "2011-05-05", "7"
"TBLxI11", "Jeffrey-Swartz", "2007-08-02", "2009-04-30", "2"
"TCB-N", "John-Crimmins", "2007-06-28", "2009-07-29", "8"
"TCB-N", "Mike-Jones", "2012-10-26", "2015-10-22", "2"
"TCB-N", "Neil-Brown", "2006-07-19", "2006-10-18", "2"
"TCBI-OQ", "Tom-Jasper", "2009-10-21", "2009-10-21", "1"
"TCF-N", "Peter-Bartholow", "2004-07-21", "2015-10-21", "46"
"TCF-N", "Lynn-Nagorske", "2007-01-24", "2007-01-24", "1"
"TCF-N", "Mike-Jones", "2012-01-24", "2015-07-23", "14"
"TCF-N", "Neil-Brown", "2004-01-15", "2009-04-23", "13"
"TCO-N", "Tom-Jasper", "2007-04-24", "2012-04-19", "16"
"TDC-N", "Lisa-Payne", "2004-02-04", "2015-10-27", "43"
"TDG-N", "Steve-Scheppmann", "2007-10-30", "2015-11-05", "31"
"TDG-N", "Greg-Rufus", "2005-01-18", "2015-01-27", "37"
"TDS-N", "Terry-Paradie", "2015-05-05", "2015-11-12", "3"
"TDS-N", "Bill-Megan", "2005-04-27", "2010-08-05", "6"
"TDS-N", "Dave-Whitworth", "2004-04-28", "2005-02-09", "4"
"TDS-N", "Doug-Shuma", "2014-05-02", "2014-05-02", "1"
"TDS-N", "Ken-Meyers", "2004-02-04", "2013-05-03", "30"
"TDS-N", "Mary-Dillon", "2011-05-06", "2012-05-04", "2"
"TDS-N", "Sandy-Helton", "2004-04-28", "2005-07-27", "6"
"TDS-N", "Steve-Campbell", "2007-04-23", "2015-10-30", "31"
"TDW-N", "Vicki-Villacrez", "2012-02-24", "2015-10-30", "14"
"TDW-N", "Keith-Lousteau", "2004-01-20", "2008-08-01", "19"
"TDY-N", "Quinn-Fanning", "2008-10-27", "2015-11-04", "24"
"TDY-N", "Dale-Schnittjer", "2004-01-29", "2012-07-26", "29"
"TECD-OQ", "Susan-Main", "2013-04-24", "2015-07-30", "4"
"TECD-OQ", "Chuck-Dannewitz", "2015-08-20", "2015-11-24", "2"
"TECH-OQ", "Jeffery-Howells", "2004-03-10", "2015-05-28", "47"
"TECH-OQ", "Greg-Nelson", "2013-10-29", "2013-10-29", "1"
"TECU-OxI15", "Jim-Hippel", "2014-04-28", "2015-10-28", "7"
"TECU-OxI15", "David-Kay", "2004-01-29", "2004-01-29", "1"
"TECU-OxI15", "James-Nicholson", "2004-04-29", "2009-11-05", "19"
"TECU-OxI15", "Janice-Stipp", "2011-11-04", "2013-11-06", "7"
"TEKxK07", "Jim-Conner", "2010-03-12", "2011-05-11", "6"
"TEKxK07", "Colin-Slade", "2004-06-24", "2007-09-20", "14"
"TEL-N", "Jeff-Kupp", "2004-01-27", "2004-04-20", "2"
"TEN-N", "Robert-Hau", "2015-01-28", "2015-01-28", "1"
"TER-N", "Kenneth-Trammell", "2004-01-27", "2013-10-28", "39"
"TESO-OQ", "Greg-Beecher", "2004-01-15", "2015-10-28", "48"
"TESO-OQ", "Bob-Kayl", "2008-08-08", "2013-11-04", "22"
"TESO-OQ", "Chris-Boone", "2014-02-28", "2015-11-04", "7"
"TESO-OQ", "Michael-Kearney", "2005-05-13", "2006-11-06", "7"
"TESO-OQ", "Rod-McLain", "2004-03-18", "2004-08-06", "3"
"TEX-N", "Tony-Tripodo", "2007-03-08", "2008-05-02", "6"
"TEX-N", "Kevin-Bradley", "2013-02-20", "2015-10-21", "11"
"TExG16", "Phil-Widman", "2004-02-19", "2013-02-20", "36"
"TExG16", "Gordon-Gillette", "2004-02-09", "2009-07-28", "17"
"TFM-OxD16", "Sandy-Callahan", "2010-02-05", "2013-10-31", "14"
"TFSIQ-PKxB10", "Jeff-Ackerman", "2013-11-21", "2013-11-21", "1"
"TFX-N", "Jeffrey-Buchanan", "2004-02-05", "2004-04-27", "2"
"TFX-N", "John-Sickler", "2004-02-12", "2004-07-15", "3"
"TFX-N", "Kevin-Gordon", "2007-05-01", "2009-10-27", "11"
"TFX-N", "Martin-Headley", "2004-10-21", "2007-03-01", "10"
"TFX-N", "Randy-Meier", "2010-02-24", "2012-02-23", "9"
"TG-N", "Thomas-Powell", "2012-05-01", "2015-10-29", "14"
"TG-N", "Andrew-Edwards", "2004-01-22", "2005-11-03", "8"
"TG-N", "Douglas-Monk", "2004-01-22", "2004-01-22", "1"
"TGI-N", "Kevin-OLeary", "2014-02-24", "2015-03-02", "3"
"TGI-N", "Dave-Kornblatt", "2007-07-26", "2014-01-29", "26"
"TGI-N", "Jeffrey-McRae", "2014-05-08", "2015-10-28", "7"
"TGICQ-PK", "John-Bartholdson", "2004-01-30", "2007-01-26", "13"
"TGICQ-PK", "Eric-Dana", "2005-04-28", "2006-01-26", "4"
"TGICQ-PK", "Ken-Jones", "2006-04-27", "2008-08-05", "9"
"TGNA-N", "Ron-Kessinger", "2004-01-30", "2004-07-29", "3"
"TGNA-N", "Gracia-Martore", "2004-02-02", "2010-10-15", "28"
"TGNA-N", "Paul-Saleh", "2011-10-17", "2012-04-16", "3"
"TGT-N", "Victoria-Harker", "2013-02-04", "2015-10-20", "12"
"TGT-N", "Doug-Scovanner", "2004-02-19", "2012-02-23", "34"
"TGT-N", "John-Mulligan", "2012-05-16", "2015-08-19", "14"
"TGXxJ13", "Kathy-Smith", "2015-11-18", "2015-11-18", "1"
"TGXxJ13", "Bruce-Smith", "2005-07-19", "2005-07-19", "1"
"TGXxJ13", "Frank-Terrala", "2006-04-20", "2013-05-09", "23"
"THC-N", "James-MacLennan", "2004-01-20", "2005-01-21", "5"
"THC-N", "Biggs-Porter", "2006-08-10", "2012-02-28", "23"
"THC-N", "Dan-Cancelmi", "2012-11-07", "2015-11-03", "13"
"THC-N", "Phil-Roe", "2013-11-05", "2013-11-05", "1"
"THC-N", "Robert-Shapard", "2005-03-08", "2005-11-01", "4"
"THC-N", "Scott-Richardson", "2013-02-26", "2013-02-26", "1"
"THG-N", "Stephen-Farber", "2004-03-16", "2005-03-08", "5"
"THG-N", "Bob-Stuchbery", "2008-03-10", "2009-03-09", "2"
"THG-N", "David-Greenfield", "2011-05-03", "2015-07-30", "17"
"THG-N", "Ed-Parry", "2004-01-30", "2007-07-31", "15"
"THG-N", "Gene-Bullis", "2008-01-29", "2010-02-04", "6"
"THG-N", "Mark-McGivney", "2006-08-01", "2006-08-01", "1"
"THOR-OxJ15", "Steve-Bensinger", "2010-05-07", "2011-02-10", "4"
"THOR-OxJ15", "Cindy-Lucchese", "2005-10-25", "2006-10-31", "5"
"THOR-OxJ15", "David-Smith", "2007-05-03", "2011-05-03", "16"
"THOR-OxJ15", "M-Wayne-Boylston", "2004-02-03", "2004-10-26", "4"
"THOR-OxJ15", "Roxanne-Oulman", "2011-11-01", "2012-08-01", "4"
"THQIQ-PKxH13", "Taylor-Harris", "2012-11-01", "2013-10-30", "5"
"THQIQ-PKxH13", "Colin-Slade", "2008-05-06", "2008-07-30", "2"
"THQIQ-PKxH13", "Ed-Zinser", "2004-05-05", "2007-11-01", "14"
"THQIQ-PKxH13", "Fred-Gysi", "2004-02-05", "2004-02-05", "1"
"THQIQ-PKxH13", "Paul-J-Pucino", "2009-02-04", "2012-08-06", "15"
"THRM-OQ", "Rasmus-van-der-Colff", "2009-02-04", "2009-02-04", "1"
"THRM-OQ", "Barry-Steele", "2004-11-03", "2015-10-29", "42"
"THS-N", "Bill-Wills", "2004-03-17", "2004-08-04", "2"
"THS-N", "Dennis-Riordan", "2006-02-15", "2015-11-05", "38"
"TIBX-OxL14", "Nick-McCully", "2005-08-08", "2005-11-03", "2"
"TIBX-OxL14", "Chris-OMeara", "2004-03-17", "2005-09-22", "7"
"TIBX-OxL14", "Matt-Langdon", "2013-09-19", "2013-12-19", "2"
"TIBX-OxL14", "Murray-Rode", "2005-12-21", "2013-06-20", "13"
"TILE-OQ", "Sydney-Carey", "2009-03-26", "2013-03-21", "17"
"TIME-N", "Patrick-C-Lynch", "2004-02-19", "2015-10-29", "47"
"TINxB12", "Jeff-Bairstow", "2014-08-05", "2015-11-05", "6"
"TISI-N", "Randy-Levy", "2008-02-06", "2011-07-21", "11"
"TISI-N", "Greg-Boane", "2015-01-07", "2015-10-07", "3"
"TITN-OQ", "Ted-Owen", "2004-03-18", "2014-10-07", "44"
"TIVO-OxI16", "Peter-Christianson", "2013-12-05", "2013-12-05", "1"
"TJX-N", "Naveen-Chopra", "2013-11-26", "2013-11-26", "1"
"TJX-N", "Jeff-Naylor", "2005-02-23", "2011-05-17", "7"
"TJX-N", "Scott-Goldenberg", "2012-05-15", "2015-11-17", "15"
"TKLC-OxA12", "Trip-Tripathy", "2008-02-20", "2008-11-11", "4"
"TKLC-OxA12", "Bill-Everett", "2005-05-03", "2010-02-11", "19"
"TKLC-OxA12", "Frank-Plastina", "2006-08-07", "2006-08-07", "1"
"TKLC-OxA12", "Greg-Rush", "2010-05-06", "2011-08-04", "6"
"TKR-N", "Paul-Pucino", "2004-01-29", "2004-07-22", "2"
"TKR-N", "Glenn-Eisenberg", "2004-01-22", "2014-01-30", "31"
"TKTM-OxB10", "Phil-Fracassa", "2014-04-24", "2015-10-28", "7"
"TLAB-OxL13", "Brian-Regan", "2008-11-10", "2009-11-09", "5"
"TLAB-OxL13", "Andrew-Szafran", "2012-07-27", "2013-04-26", "4"
"TLAB-OxL13", "Keith-E-Pratt", "2004-01-27", "2004-10-25", "4"
"TLAB-OxL13", "Larry-Rieger", "2013-08-02", "2013-08-02", "1"
"TLAB-OxL13", "Timothy-Wiggins", "2004-01-22", "2011-10-25", "30"
"TLMR-OxI16", "Tom-Minichiello", "2012-01-31", "2012-01-31", "1"
"TLYS-N", "Dennis-Klaeser", "2014-05-07", "2015-10-29", "7"
"TMK-N", "Jennifer-Ehrhardt", "2013-11-26", "2013-11-26", "1"
"TMK-N", "Frank-Svoboda", "2012-07-26", "2015-10-27", "14"
"TMO-N", "Gary-L-Coleman", "2004-04-22", "2012-04-25", "33"
"TMO-N", "Alan-Edrick", "2004-07-26", "2005-04-25", "4"
"TMO-N", "Charles-Best", "2004-02-26", "2004-04-23", "2"
"TMO-N", "David-Hoffmeister", "2004-10-28", "2013-02-04", "33"
"TMO-N", "Eric-Winzer", "2004-02-12", "2004-10-28", "4"
"TMO-N", "Pete-Wilver", "2004-10-27", "2015-07-22", "44"
"TMO-N", "Stephen-Williamson", "2015-10-21", "2015-10-21", "1"
"TMST-N", "Theo-Melas-Kyriazi", "2004-02-05", "2004-07-28", "3"
"TNBxE12", "Chris-Holding", "2015-01-30", "2015-10-30", "4"
"TNBxE12", "Bill-Weaver", "2009-10-22", "2011-10-20", "9"
"TNBxE12", "John-Murphy", "2004-02-12", "2004-04-26", "2"
"TNC-N", "Ken-Fluke", "2004-07-27", "2009-07-22", "21"
"TNC-N", "Chris-Killingstad", "2015-04-27", "2015-04-27", "1"
"TNC-N", "Tom-Paulson", "2006-04-27", "2015-10-27", "38"
"TNGO-PKxG17", "Tony-Brausen", "2004-02-05", "2005-10-27", "8"
"TOL-N", "Gary-Martino", "2011-08-23", "2013-11-05", "8"
"TOL-N", "Joel-Rassman", "2004-02-26", "2010-08-25", "34"
"TOPP-OxJ07", "Marty-Connor", "2009-08-12", "2015-12-08", "23"
"TPH-N", "Cathy-Jessup", "2004-01-07", "2007-01-03", "12"
"TPLM-PK", "Mike-Grubbs", "2015-08-10", "2015-11-06", "2"
"TPX-N", "Justin-Bliffen", "2013-12-10", "2013-12-10", "1"
"TPX-N", "Barry-Hytinen", "2015-10-29", "2015-10-29", "1"
"TQNT-OxA15", "Dale-Williams", "2004-04-22", "2015-07-30", "48"
"TQNT-OxA15", "Raymond-Link", "2004-02-05", "2005-02-07", "5"
"TQNT-OxA15", "Stephanie-Welty", "2006-02-09", "2007-07-25", "6"
"TRA-NxD10", "Steve-Buhaly", "2008-02-20", "2013-10-23", "24"
"TRA-NxD10", "Dan-Greenwell", "2007-10-25", "2010-02-18", "6"
"TRAD-OxF11", "Frank-Meyer", "2004-01-29", "2007-07-26", "15"
"TRAK-OxJ15", "David-Fleischman", "2004-02-10", "2011-04-27", "28"
"TRAK-OxJ15", "Eric-Jacobs", "2009-05-08", "2013-11-05", "17"
"TRBS-OxK06", "Robert-Cox", "2006-03-15", "2008-11-05", "12"
"TRCO-N", "John-Martin", "2005-07-18", "2006-04-17", "4"
"TRCO-N", "Chandler-Bigelow", "2008-04-17", "2008-08-26", "2"
"TRCO-N", "Don-Grenesko", "2004-07-15", "2007-02-08", "10"
"TREE-OQ", "Jerry-Agema", "2004-07-15", "2004-10-28", "2"
"TREE-OQ", "Alex-Mandel", "2012-08-07", "2015-04-30", "5"
"TREE-OQ", "Gabe-Dalporto", "2015-08-03", "2015-10-26", "2"
"TREX-N", "Matt-Packey", "2009-07-30", "2010-04-30", "4"
"TREX-N", "Bryan-Horix-Fairbanks", "2015-10-27", "2015-10-27", "1"
"TREX-N", "Jim-Cline", "2008-05-06", "2015-10-27", "30"
"TREX-N", "Paul-Fletcher", "2004-02-24", "2007-07-31", "15"
"TRIDQ-PKxL12", "Tony-Cavanna", "2007-11-06", "2008-02-26", "2"
"TRIDQ-PKxL12", "Frank-Lin", "2004-04-22", "2004-04-22", "1"
"TRIDQ-PKxL12", "John-Edmunds", "2004-07-22", "2007-10-25", "14"
"TRIP-OQ", "Pete-Mangan", "2008-01-31", "2011-11-03", "15"
"TRLG-OxG13", "Julie-Bradley", "2012-02-08", "2015-11-05", "15"
"TRLG-OxG13", "Charles-Lesser", "2005-11-10", "2007-03-15", "6"
"TRMK-OQ", "Pete-Collins", "2007-08-07", "2013-02-06", "23"
"TRMK-OQ", "Jonathan-Rogers", "2009-04-29", "2009-04-29", "1"
"TRMK-OQ", "Louis-Greer", "2007-10-24", "2015-10-28", "20"
"TRN-N", "Zach-Wasson", "2006-04-19", "2006-10-18", "3"
"TRN-N", "Bill-McQuarter", "2005-03-03", "2011-04-28", "24"
"TRN-N", "James-Perry", "2010-07-29", "2015-10-23", "18"
"TRST-OQ", "Jim-Ivy", "2004-05-06", "2005-03-03", "4"
"TRST-OQ", "Mike-Ozimek", "2015-01-22", "2015-10-22", "4"
"TRV-N", "Robert-Cushing", "2011-07-22", "2014-10-22", "13"
"TRV-N", "Jay-Benet", "2004-08-05", "2015-10-20", "46"
"TSCC-PK", "Tom-Bradley", "2004-01-29", "2004-01-29", "1"
"TSCC-PK", "Sandor-Grosz", "2005-02-09", "2007-08-14", "7"
"TSCC-PK", "Tim-Dimond", "2004-02-11", "2004-08-09", "3"
"TSCO-OQ", "Tim-Rogers", "2008-03-12", "2008-11-13", "4"
"TSCO-OQ", "Cal-Massmann", "2004-01-21", "2005-10-19", "8"
"TSFG-OxJ10", "Tony-Crudele", "2006-02-01", "2015-10-21", "40"
"TSFG-OxJ10", "Bill-Hummers", "2004-01-27", "2005-10-21", "8"
"TSFG-OxJ10", "James-Gordon", "2007-04-20", "2010-04-21", "13"
"TSN-N", "Tim-Schools", "2006-01-20", "2007-01-26", "5"
"TSN-N", "Dennis-Leatherby", "2004-11-15", "2015-11-23", "32"
"TSN-N", "Steve-Hankins", "2004-01-26", "2004-07-26", "2"
"TSO-N", "Wade-Miquelon", "2006-07-31", "2008-04-28", "8"
"TSO-N", "Greg-Wright", "2004-02-03", "2010-04-30", "17"
"TSO-N", "Otto-Schwethelm", "2008-01-31", "2008-10-30", "4"
"TSO-N", "Scott-Spendlove", "2010-07-29", "2014-07-31", "16"
"TSS-N", "Steven-Sterin", "2014-10-31", "2015-10-29", "5"
"TSS-N", "Jim-Lipham", "2004-01-20", "2014-04-22", "41"
"TTC-N", "Paul-Todd", "2014-07-22", "2015-10-27", "6"
"TTC-N", "Renee-Peterson", "2011-12-06", "2015-12-03", "17"
"TTEC-OQ", "Steve-Wolfe", "2004-02-24", "2011-05-19", "28"
"TTEC-OQ", "Dennis-Lacey", "2004-03-09", "2006-08-01", "11"
"TTEC-OQ", "John-Troka", "2006-10-25", "2011-08-03", "21"
"TTEK-OQ", "Regina-Paolillo", "2012-02-29", "2015-05-12", "11"
"TTEK-OQ", "David-King", "2004-01-22", "2011-02-03", "26"
"TTI-N", "Steve--Burdick", "2011-05-05", "2015-11-12", "16"
"TTI-N", "Elijio-Serrano", "2012-11-06", "2015-11-06", "13"
"TTMI-OQ", "Joseph-Abell", "2004-01-13", "2012-05-09", "34"
"TTMI-OQ", "Stacey-Peterson", "2004-01-28", "2005-07-27", "7"
"TTMI-OQ", "Steve-Richards", "2006-02-08", "2013-02-05", "28"
"TTS-OQ", "Todd-Schull", "2013-05-02", "2015-10-28", "9"
"TTS-OQ", "Kirk-Geadelmann", "2014-10-28", "2015-10-20", "5"
"TTWO-OQ", "Tim-Clayton", "2013-05-01", "2014-07-28", "5"
"TTWO-OQ", "Karl-Winters", "2004-03-04", "2007-02-28", "11"
"TUES-OQ", "Lainie-Goldstein", "2007-06-11", "2015-11-05", "34"
"TUES-OQ", "Elizabeth-Schroeder", "2006-07-25", "2007-10-31", "6"
"TUES-OQ", "Jeff-Boyer", "2013-10-30", "2015-04-30", "7"
"TUES-OQ", "Loren-Jensen", "2004-02-24", "2006-04-25", "10"
"TUES-OQ", "Mike-Marchetti", "2008-01-29", "2008-01-29", "1"
"TUP-N", "Stephanie-Bowman", "2008-08-26", "2013-08-20", "12"
"TVC-N", "Mike-Poteshman", "2004-01-28", "2015-10-21", "48"
"TVEHF-PKxH09", "John-Thomas", "2013-11-18", "2013-11-18", "1"
"TVTY-OQ", "David-Zahka", "2004-08-03", "2006-08-08", "9"
"TVTY-OQ", "Alfred-Lumsdaine", "2011-02-15", "2015-04-23", "18"
"TW-OxA16", "Mary-Chaput", "2004-03-22", "2010-10-21", "28"
"TW-OxA16", "Bob-Hogan", "2010-01-25", "2010-01-25", "1"
"TW-OxA16", "Carl-Mautz", "2004-02-05", "2008-08-12", "18"
"TWAV-OxF07", "Roger-Millay", "2008-08-12", "2013-11-07", "22"
"TWAV-OxF07", "Joe-Passarello", "2005-05-26", "2006-11-02", "7"
"TWB-NxK09", "L-Ray-Christie", "2004-01-28", "2005-05-26", "6"
"TWB-NxK09", "Kent-Kleeberger", "2004-02-18", "2004-05-12", "2"
"TWB-NxK09", "Paul-Carbone", "2007-11-19", "2007-11-19", "1"
"TWB-NxK09", "Poe-Timmons", "2005-11-16", "2006-05-17", "3"
"TWCxE16", "Rolando-de-Aguiar", "2008-08-13", "2009-08-19", "5"
"TWCxE16", "Artie-Minson", "2013-08-01", "2013-10-31", "2"
"TWCxE16", "Irene-Esteves", "2011-10-27", "2013-04-25", "6"
"TWCxE16", "Jim-Pluntze", "2007-03-06", "2010-12-08", "15"
"TWCxE16", "John-Gavin", "2005-03-08", "2006-11-29", "5"
"TWCxE16", "John-Martin", "2007-05-02", "2007-11-07", "3"
"TWI-N", "Rob-Marcus", "2008-02-06", "2011-07-28", "15"
"TWTC-OxK14", "John-Hrudicka", "2015-11-06", "2015-11-06", "1"
"TWTC-OxK14", "David-Rayner", "2004-02-02", "2004-11-04", "4"
"TWX-N", "Mark-Peters", "2005-02-02", "2013-11-07", "35"
"TWX-N", "Howard-Averill", "2014-02-05", "2015-11-04", "8"
"TWX-N", "John-Martin", "2008-02-06", "2013-11-06", "23"
"TXCCQ-PK", "Wayne-Pace", "2004-01-28", "2007-11-07", "16"
"TXCCQ-PK", "Bob-Bosi", "2008-01-24", "2013-08-14", "21"
"TXCCQ-PK", "Peter-Tallian", "2004-01-20", "2006-10-19", "12"
"TXIxG14", "Ted-Chung", "2007-01-24", "2007-10-24", "4"
"TXIxG14", "Dick-Fowler", "2004-03-25", "2008-07-10", "14"
"TXIxG14", "Ken-Allen", "2008-09-25", "2013-10-03", "21"
"TXN-OQ", "Shelton-Hughes", "2005-07-14", "2005-07-14", "1"
"TXRH-OQ", "Kevin-March", "2004-01-26", "2015-10-21", "48"
"TXRH-OQ", "Price-Cooper", "2011-11-01", "2014-11-03", "12"
"TXT-N", "Scott-Colosi", "2005-02-28", "2015-11-02", "31"
"TXT-N", "Frank-Connor", "2009-10-27", "2015-10-27", "25"
"TXT-N", "Ted-French", "2004-01-29", "2009-01-29", "20"
"TXTR-KxF16", "Tom-Cullen", "2009-04-29", "2009-04-29", "1"
"TYL-N", "Jillian-Sheehan", "2013-11-21", "2013-11-21", "1"
"TYL-N", "Brian-Miller", "2005-04-28", "2015-10-22", "42"
"TYPE-OQ", "Theodore-Bathurst", "2004-02-26", "2005-03-10", "5"
